jade,"
n.玉，翡翠；翡翠色；劣马，驽马；[宝] 碧玉adj.玉制的；翡翠色的；绿玉色的v.（使）疲；（使）疲惫不堪；（使）精疲力尽复数：jades第三人称单数：jades过去式：jaded过去分词：jaded现在分词：jading易混淆的单词：JADEJade
"
jiggle,"
vt.&amp; vi.轻摇，抖动vt.坐立不安n.轻摇第三人称单数：jiggles过去式：jiggled过去分词：jiggled现在分词：jiggling易混淆的单词：Jiggle
"
jinx,"
n.&lt;非正&gt; 厄运，霉运，不祥的人[物]vt.&lt;非正&gt;把厄运带给，使倒霉复数：jinxes
"
jombie,None
jombies,None
judgment,"
n.判断，鉴定；辨别力，判断力；意见，看法；判决书复数：judgments
"
justice,"
n.正义；公正；法律制裁；审判员，法官复数：justices易混淆的单词：Justice
"
ka-blam,None
kai,"
食物易混淆的单词：KaiKAI
"
kicker,"
n.踢者；善踢的人；爱踢的马；&lt;口&gt;抱怨者
"
kitten,"
n.小猫；小动物vi.产小猫复数：kittens第三人称单数：kittens过去式：kittened过去分词：kittened现在分词：kittening
"
knowing,"
adj.（对别人不知道的秘密）知悉的；世故的；难以预料；无从知道v.知道( know的现在分词 )；看到过；听到过；经历过易混淆的单词：Knowing
"
ku,"
[医][=karmen unit]卡门（氏）单位易混淆的单词：KuKU
"
kung,None
land,"
n.陆地；国家；地产；土地vt.&amp; vi.（使）登岸；降临；使陷于（困境）；使不得不应付vt.自船上卸下；获得；捕到；钓到（鱼）vi.跳落，跌落，被抛落（地面）复数：lands第三人称单数：lands过去式：landed过去分词：landed现在分词：landing易混淆的单词：LandLAND
"
lay,"
vt.放置；铺放；涂，敷；产卵adj.世俗的；外行的；没有经验的n.叙事诗；性伙伴第三人称单数：lays过去式：laid过去分词：laid现在分词：laying易混淆的单词：LayLAY
"
leading,"
adj.重要的，主要的；前列的；首位的n.行距；铅框v.领导（lead的ing形式）
"
least,"
adj.最小的；最少的（ little的最高级）；最不重要的，地位最低的adv.最少，最小n.最小；最少量易混淆的单词：LEAST
"
led,"
v.带路( lead的过去式和过去分词 )；领导；指挥；领先易混淆的单词：LedLED
"
legend,"
n.传说；传奇人物；铭文；图例复数：legends易混淆的单词：Legend
"
legendary,"
adj.传说的；传奇的；极其著名的n.传说集；[宗]圣徒传复数：legendaries易混淆的单词：Legendary
"
lethal,"
adj.致命的，致死的；能致命的；破坏性的；有害的n.致死因子
"
lied,"
n.利德（钢琴伴奏的德国独唱歌曲）v.位于（ lie的过去式和过去分词 ）；说谎；展现；说谎复数：lieder易混淆的单词：LIED
"
lift,"
vt.&amp; vi.举起，抬起vt.举起；提升；鼓舞；抬起vi.消散；升起；耸立n.电梯；举起；起重机；搭车复数：lifts第三人称单数：lifts过去式：lifted过去分词：lifted现在分词：lifting易混淆的单词：LIFTLift
"
lizard,"
n.蜥蜴复数：lizards易混淆的单词：Lizard
"
lobby,"
n.门厅，大厅；休息室；游说团；投票厅vi.为了支持或抵制某项特定目标游说vt.对…进行游说；陈情（试图努力影响某人采取有利行动）复数：lobbies第三人称单数：lobbies过去式：lobbied过去分词：lobbied现在分词：lobbying
"
location,"
n.位置，场所；定位；外景（拍摄地）复数：locations
"
look-alike,"
n.面貌酷似的人
"
lotus,"
n.莲花；荷花；忘忧果；落拓枣复数：lotuses易混淆的单词：LotusLOTUS
"
mad,"
adj.疯狂的；猛烈的；着迷的；〔口语〕愤怒的，生气的vt.使疯狂第三人称单数：mads过去式：madded过去分词：madded现在分词：madding比较级：madder最高级：maddest易混淆的单词：MAD
"
magnificent,"
adj.壮丽的；伟大的，高尚的；华丽的，高贵的；瑰丽的易混淆的单词：Magnificent
"
mail,"
n.邮件，邮政；邮政（制度）；邮务员，邮递员；〈古〉袋，旅行包vt.邮寄；给…穿盔甲vi.投邮复数：mails第三人称单数：mails过去式：mailed过去分词：mailed现在分词：mailing易混淆的单词：MAIL
"
maniac,"
n.疯子；癖好者；狂人；躁狂者adj.发狂的；狂热的；疯狂的复数：maniacs易混淆的单词：MANIACManiac
"
maniacs,"
n.疯子（maniac的复数形式）
"
mantis,"
n.螳螂复数：mantises mantes易混淆的单词：MANTIS
"
master,"
n.硕士；主人（尤指男性）；大师；男教师vt.精通，熟练；作为主人，做…的主人；征服；使干燥（染过的物品）adj.主要的；主人的；精通的，优秀的；原版的复数：masters第三人称单数：masters过去式：mastered过去分词：mastered现在分词：mastering易混淆的单词：MasterMASTER
"
mastered,"
v.精通，掌握(master的过去分词)adj.精通的
"
mastering,"
控制
"
masters,"
n.大师( master的名词复数 )；主人（尤指男性）；硕士；男教师易混淆的单词：Masters
"
mastery,"
n.精通，熟练；统治，控制；优势复数：masteries
"
meant,"
v.意味；打算(mean的过去式和过去分词)；表示…的意思
"
mei,"
abbr.mathematics in education and industry 教育和工业数学；[农]梅易混淆的单词：MeIMEImEI
"
meng,None
mess,"
n.混乱；食堂；肮脏；困境vt.弄脏；搞砸；给…供膳vi.把事情弄糟；制造脏乱复数：messes第三人称单数：messes过去式：messed过去分词：messed现在分词：messing易混淆的单词：MessMESS
"
million,"
n.百万adj.百万的；无数的复数：millions
"
mirror,"
n.镜子，反光镜；真实的写照；反映，借鉴；榜样vt.反映；反射复数：mirrors第三人称单数：mirrors过去式：mirrored过去分词：mirrored现在分词：mirroring
"
mission,"
n.代表团；使命；官方使命；布道所v.给…交代任务；派遣；把任务交给；向…传教复数：missions第三人称单数：missions过去式：missioned过去分词：missioned现在分词：missioning易混淆的单词：MissionMISSION
"
mmm,"
abbr.merchandising；marketing；military medical mobilization 军事医疗动员；millimicron(s) 毫微米易混淆的单词：mMmMMM
"
moment,"
n.瞬间，片刻；时刻；重要，紧要；[物]力矩复数：moments易混淆的单词：Moment
"
momma,"
n.&lt;口&gt;妈妈（尤儿语）复数：mommas
"
monster,"
adj.巨大的，庞大的；（建筑物）巍峨的n.怪物；恶魔，恶人；庞然大物；畸形，畸胎复数：monsters易混淆的单词：Monster
"
mortal,"
adj.致命的；不共戴天的；终有一死的；极度的n.凡人，人类复数：mortals
"
mountains,"
n.山，山岳( mountain的名词复数 )；山脉；群山易混淆的单词：Mountains
"
mr,"
abbr.Mister 先生；Master 少爷；Mother 母亲；molecular radius 分子半径
"
mrs,"
abbr.magnetic resonance blood-flow scanning 磁共振血流量扫描；multimer resolution system 多聚体分辨系统；myeloid-related sequence 骨髓相关序列易混淆的单词：MrsMRsMRS
"
napping,"
n.起绒，拉绒，拉毛；磨绒；搓呢；刷布
"
neck,"
n.颈，脖子；衣领；海峡；[地]岩颈vi.搂着脖子亲吻，相拥互吻；变狭窄vt.使变细；与…搂著脖子亲吻；割颈杀死（家禽等）复数：necks第三人称单数：necks过去式：necked过去分词：necked现在分词：necking易混淆的单词：Neck
"
"no""","
adv.不；否；一点也没有adj.没有的；不许的；一点儿也没有；决不是的n.不；否定，否认；反对票；否决票abbr.数字(number)；元素锘(nobelium)的符号复数：noes易混淆的单词：NO
"
nose,"
n.鼻子；嗅觉；芳香，香气；突出的部分vt.嗅出，闻出；用鼻子触；用鼻子品评（酒）等；探出vi.小心探索着前进；探问复数：noses第三人称单数：noses过去式：nosed过去分词：nosed现在分词：nosing易混淆的单词：NoseNOSE
"
nunchuck,None
occasion,"
n.机会，时机；场合；理由；需要vt.惹起，引起复数：occasions第三人称单数：occasions过去式：occasioned过去分词：occasioned现在分词：occasioning
"
"of""","
prep.关于；属于…的；由…制成aux.助动词
[非标准用语、方言] =have [主用于虚拟语气]易混淆的单词：OfOF
"
offense,"
n.进攻；（球队的）前锋；进攻方法；攻势复数：offenses
"
oh-ooh,None
ohh,None
oogway,"
n.乌龟
"
oogway's,None
ooh,"
int.（表示惊讶、欣喜、痛苦等）嚯，呵易混淆的单词：OOH
"
otherwise,"
adv.否则；另外；别的方式adj.别的，另外的；不同的conj.否则，不然
"
oversleep,"
vi.睡得太久，睡过头第三人称单数：oversleeps过去式：overslept过去分词：overslept现在分词：oversleeping
"
ow,"
int.表示突然疼痛所发出的声音易混淆的单词：OwOWoW
"
own,"
n.自己的事物；自己人vt.拥有；承认vi.承认adj.自己的；特有的复数：owns第三人称单数：owns过去式：owned过去分词：owned现在分词：owning
"
ox,"
n.牛，公牛；牛属动物复数：oxen易混淆的单词：OxOX
"
pack,"
n.一群；包裹；（纸牌的）一副；一组vt.&amp; vi.（把…）打包；塞进；拥进；（使）聚集成团vt.挑选；压紧；携带；拧紧vi.包装；紧挤在一起；便于折叠收藏的；匆忙离去（有时与 off 连用）复数：packs第三人称单数：packs过去式：packed过去分词：packed现在分词：packing易混淆的单词：PackPACK
"
packed,"
adj.充满…的；塞满了…的v.包装(pack的过去式和过去分词)
"
pain,"
n.痛苦；刻苦；令人厌烦的人[事物]；身体某部分的疼痛[不适]vt.&amp; vi.（使）疼痛，（使）痛苦，伤害vt.使…痛苦；使…烦恼vi.感到疼痛；引起疼痛复数：pains第三人称单数：pains过去式：pained过去分词：pained现在分词：paining易混淆的单词：PainPAIN
"
palace,"
n.宫，宫殿；（主教）邸宅，宏伟大厦；华丽的娱乐场所复数：palaces
"
pan,"
n.平底锅；盘状的器皿；淘盘子，金盘，秤盘vt.淘金；在浅锅中烹调（食物）；[非正式用语]严厉的批评vi.淘金；在淘洗中收获金子复数：pans第三人称单数：pans过去式：panned过去分词：panned现在分词：panning易混淆的单词：PanPAN
"
"panda""","
n.熊猫；猫熊复数：pandas易混淆的单词：PANDAPanda
"
parenthood,"
n.亲子关系；父母身分易混淆的单词：Parenthood
"
parts,"
n.部( part的名词复数 )；一部分；零件；角色
"
passed,"
adj.已经通过的；已经过去的；考试及格的；（指红利）未及时发放的v.走过( pass的过去式和过去分词 )；通过；批准；度过
"
past,"
adj.过去的，以前的；结束的；前任的n.过去，过往；往事；[语]过去时prep.超过，超出；远于；越过adv.经过，超过复数：pasts易混淆的单词：PastPAST
"
pathetic,"
adj.令人同情的，可怜的；又笨又可怜的，无价值的；荡气回肠
"
peed,"
v.小便，撒尿( pee的过去式和过去分词 )
"
peppercorns,"
n.胡椒子，空有其名的地租( peppercorn的名词复数 )
"
performance,"
n.表演；演技；表现；执行复数：performances
"
perhaps,"
adv.或许；（表示不确定）也许；（用于粗略的估计）或许；（表示勉强同意或其实不赞成）也许n.假定；猜想；未定之事复数：perhapses
"
petals,"
n.花瓣( petal的名词复数 )
"
pick,"
vt.&amp; vi.挑选，挑拣；挖，采，摘，剔，扒；挑剔n.选择；收获；精华复数：picks第三人称单数：picks过去式：picked过去分词：picked现在分词：picking易混淆的单词：Pick
"
picking,"
v.采摘；采( pick的现在分词 )；摘；啄；叼n.采摘；掘，撬开；采得物，赃物复数：pickings
"
platters,"
n.&lt;美&gt;大浅盘( platter的名词复数 )；（一般为木制的）浅盘；不图回报地（给予）；拱手相让
"
po's,None
pole,"
n.[物]极点，顶点；地极；杆；两极端vt.&amp; vi.用篙撑船，摆船vt.[航海] 用一根杆来推动；以杆推进；以杆支撑（植物）；用杆子击打、戳、或搅拌vi.用滑雪杖加速复数：poles第三人称单数：Poles过去式：poled过去分词：poled现在分词：poling易混淆的单词：PolePOLE
"
poof,"
n.男同性恋者exclam.嗖的一声复数：poofs
"
porcupine,"
n.豪猪，箭猪复数：porcupines易混淆的单词：Porcupine
"
pose,"
vt.&amp; vi.使摆姿势；以…身份出现；招摇；炫耀vt.提出；造成（威胁、问题等）；引起；产生n.姿势；姿态；装腔作势；伪装第三人称单数：poses过去式：posed过去分词：posed现在分词：posing易混淆的单词：POSE
"
poster,"
n.海报，招贴，公告；招贴画；张贴者；[古语]急行的人，匆忙赶路的人复数：posters易混淆的单词：Poster
"
potential,"
adj.潜在的，有可能的；[语法学]可能语气的，表示可能性的；有能力的n.潜力，潜能；[物]电位，势能；潜能的事物；[语]可能语气复数：potentials
"
"power""","
n.[机]动力，功率；力量；政权，权力；强国，大国vt.运转；用发动机发动；使…有力量vi.靠动力行进；快速行进adj.权力的；机械能的，电动的；用电力（或动力）发动的复数：powers第三人称单数：powers过去式：powered过去分词：powered现在分词：powering易混淆的单词：POWERPower
"
powerful,"
adj.强大的；权力大的；（药）有效地adv.很；非常比较级：more powerful最高级：most powerful
"
presence,"
n.出席；仪表；风度；鬼魂，神灵复数：presences
"
probably,"
adv.大概；或许；很可能；备不住
"
promotion,"
n.促进，增进；提升，升级；（商品等的）推广；发扬复数：promotions
"
prophecy,"
n.预言；预言能力；预言书复数：prophecies易混淆的单词：Prophecy
"
province,"
n.省份；大行政区；范围；职责复数：provinces易混淆的单词：Province
"
pudgy,"
adj.矮胖的；矮墩墩；胖乎乎
"
pull,"
vt.&amp; vi.拉；扯；拉过来；划（船）vt.赢得；吸引异性；取消；（耍手腕）得逞n.拖；爬；影响力第三人称单数：pulls过去式：pulled过去分词：pulled现在分词：pulling
"
punching,"
v.用拳猛击( punch的现在分词 )；打孔；冲压；冲切
"
quiet,"
adj.清静的；僻静的；不起眼的；不激动的vt.&amp; vi.安静下来，使…安静，平静vt.减轻（病痛、疑虑、恐惧等）；[法律]确定（产权等）prep.克制的，稳重的，不张扬的n.宁静；寂静adv.安静地，平静地第三人称单数：quiets过去式：quieted过去分词：quieted现在分词：quieting比较级：quieter最高级：quietest易混淆的单词：QuIETQUIET
"
quite,"
adv.相当，很；非常；确实如此
"
raised,"
adj.凸起的；浮雕的；有凸起花纹的；发酵的v.引起( raise的过去式和过去分词 )；提高（价格等）；提起；唤起
"
ram's,None
rat's,None
realize,"
vt.实现；了解，意识到；（所担心的事）发生；以…价格卖出vt.&amp; vi.变卖，赚得第三人称单数：realizes过去式：realized过去分词：realized现在分词：realizing
"
realm,"
n.领域，范围；王国；（学术的）部门，界；（动植物分布的）圈，带复数：realms易混淆的单词：REALM
"
received,"
adj.被一般承认的，被认为标准的v.收到( receive的过去式和过去分词 )；接到；接纳；接待
"
recognize,"
vt.认出；识别；承认vi.承认，确认；[法律]具结，立保证书第三人称单数：recognizes过去式：recognized过去分词：recognized现在分词：recognizing
"
rediscover,"
vt.再次（重新）发现第三人称单数：rediscovers过去式：rediscovered过去分词：rediscovered现在分词：rediscovering
"
regret,"
vt.后悔，悔恨；遗憾，抱歉；悼念，哀悼vi.感到后悔，感到抱歉n.遗憾，惋惜；后悔，悔恨；哀悼第三人称单数：regrets过去式：regretted过去分词：regretted现在分词：regretting
"
regular,"
adj.有规律的；规则，整齐的；不变的；合格的n.正规军；主力（或正式）队员；常客adv.定期地；经常地复数：regulars
"
reinforcements,"
n.援兵；救兵；后援；援军
"
related,"
adj.有关系的；叙述的vt.叙述(relate过去式和过去分词)
"
relaxed,"
adj.（人）轻松的；自在的；无拘无束的；舒适的adv.轻松地；自在地；舒适地；随便地vt.（使）轻松( relax的过去式)；（使）松弛；放宽；（使）放松vi.松散；松弛；放宽；放松
"
rematch,"
v.（运动竞赛、桥牌等的）重赛复数：rematches
"
requires,"
v.要求( require的第三人称单数 )；需要；想要；命令
"
respect,"
vt.尊重；尊敬；关心；遵守n.尊重，恭敬；敬意；某方面第三人称单数：respects过去式：respected过去分词：respected现在分词：respecting
"
restaurant,"
n.饭店；餐馆；饭馆；菜馆复数：restaurants易混淆的单词：Restaurant
"
retreat,"
vi.撤退，后退；撤销，作罢；（眼睛等）凹进；[航]向后倾斜n.撤回；静居处；引退期间；静思，静修第三人称单数：retreats过去式：retreated过去分词：retreated现在分词：retreating易混淆的单词：Retreat
"
returned,"
adj.被送回的，归来的v.返回，回来( return的过去式和过去分词 )；恢复；还；归还
"
rhino,"
n.犀牛(=rhinoceros)；&lt;俚&gt; 钱，现金复数：rhinos
"
rhino's,None
ribbon,"
n.带；（打印机的）色带；绶带；带状物v.把…撕成条带；用缎带装饰；形成带状复数：ribbons
"
ribbons,"
n.带( ribbon的名词复数 )；（打印机的）色带；绶带；带状物
"
rickshaw,"
n.黄包车，人力车复数：rickshaws
"
ride,"
vt.&amp; vi.乘，骑，驾n.（乘坐汽车等的）旅行；乘骑；（乘车或骑车的）短途旅程；供乘骑的游乐设施vt.（骑马、自行车等）穿越；搭乘；飘浮第三人称单数：rides过去式：rode过去分词：ridden现在分词：riding易混淆的单词：RideRIDE
"
ridiculous,"
adj.可笑的，荒谬的；荒唐的，愚蠢的；胡枝扯叶
"
rock,"
n.岩石，石头；摇滚乐；棒糖；&lt;非正式&gt;宝石（尤指钻石）v.摇晃；摇动；震动vi.演奏摇滚乐；随摇滚乐起舞复数：rocks第三人称单数：rocks过去式：rocked过去分词：rocked现在分词：rocking易混淆的单词：Rock
"
roll,"
vt.辗；使（眼球等）左右转动；（使）原地转圈；滚动vi.左右摇晃；翻滚；开始移动，启动n.名册；滚翻复数：rolls第三人称单数：rolls过去式：rolled过去分词：rolled现在分词：rolling易混淆的单词：Roll
"
rookie,"
n.新手；新队员复数：rookies
"
round,"
adj.圆形的；弧形的；丰满的，肥胖的；整数的adv.到处；在周围；迂回地；朝反方向prep.大约；绕过，环绕；（表示位置）在…四周；附近n.圆，圆形；循环；圆形物，球状物；（会议的）一回合vt.&amp; vi.使成圆形；绕行；拐过，绕过；把…四舍五入复数：rounds第三人称单数：rounds过去式：rounded过去分词：rounded现在分词：rounding比较级：rounder最高级：roundest易混淆的单词：Round
"
salts,"
n.盐( salt的名词复数 )；风趣；味道或外观等像盐的物质；增添趣味[活跃气氛]的事物v.（撒盐似的）散布( salt的第三人称单数 )；使更有趣；加盐于…以调味；把盐撒在路面上（以使冰雪融化）
"
sandwiches,"
n.三明治( sandwich的名词复数 )；夹层；夹心蛋糕；状似三明治的东西v.插入( sandwich的第三人称单数 )；把…夹在…之间；挤在…中间；把…夹在面包片中
"
sat,"
v.坐(sit的过去式，过去分词)n.SAT美国学术能力评估测验易混淆的单词：SatSAtSAT
"
sauce,"
n.调味汁；酱汁；〈非〉莽撞无礼；〈俚〉烈酒vt.调味或加沙司于…；给…增加趣味或风味；〈非〉对…无礼复数：sauces第三人称单数：sauces过去式：sauced过去分词：sauced现在分词：saucing易混淆的单词：Sauce
"
saving,"
n.节约；节俭；储蓄金；挽救v.拯救( save的现在分词)；收集；保留；避免prep.除…以外adj.可取的，保存的；节省的，节约的；补偿的；救助的复数：savings
"
scary,"
adj.使人惊慌的；胆小的，容易受惊的；可怕的，吓人的比较级：scarier最高级：scariest
"
scroll,"
n.（常用于录写正式文件的）纸卷；书卷，画卷，卷轴；涡卷形（装饰）；〈古〉表，目录vt.使成卷形；（电脑屏幕上）从上到下移动（资料等），卷页vi.（似卷轴般）卷起；（像展开卷轴般地）将文字显示于屏幕复数：scrolls第三人称单数：scrolls过去式：scrolled过去分词：scrolled现在分词：scrolling
"
sea,"
n.海；海洋；许多；大量复数：seas易混淆的单词：SEA
"
secret,"
n.秘密，机密；秘诀；奥秘adj.秘密的，机密的；神秘的；隐秘的复数：secrets易混淆的单词：Secret
"
seen,"
v.看见( see的过去分词 )；观看；领会；考虑
"
sense,"
n.感觉，官能；意识，观念；理性；识别力vt.感到；理解，领会；检测出第三人称单数：senses过去式：sensed过去分词：sensed现在分词：sensing
"
sent,"
v.送( send的过去式和过去分词 )；使作出（某种反应）；派遣；使进入（某状态）易混淆的单词：Sent
"
served,"
vt.&amp; vi.serve的过去式v.（为…）服务( serve的过去式和过去分词 )；任（职）；提供；端上
"
shan,None
shifu,None
shiny,"
adj.发光的，光亮的；闪耀的；磨亮的；磨损的比较级：shinier最高级：shiniest
"
shook,"
v.摇撼( shake的过去式 )；（使）颤抖；握手；动摇易混淆的单词：Shook
"
shuai,None
sick,"
adj.恶心的；晕船；不舒服的；腻烦的vt.吐出；追逐；攻击n.&lt;口&gt;呕吐物；病人第三人称单数：sicks过去式：sicked过去分词：sicked现在分词：sicking比较级：sicker最高级：sickest
"
silence,"
n.沉默，无言，无表示，无声，沉静，肃静，寂静，缄默；无音信，失去联系，忘却，湮没，无表示，无音讯；[乐]停止vt.使安静；使沉默；压制第三人称单数：silences过去式：silenced过去分词：silenced现在分词：silencing易混淆的单词：Silence
"
skadoo,None
skadoosh,None
sketch,"
n.草图；素描；梗概v.草拟；速写；简述复数：sketches第三人称单数：sketches过去式：sketched过去分词：sketched现在分词：sketching易混淆的单词：Sketch
"
slap,"
n.掌掴；掌掴声；侮辱vt.猛打；用力放置；尖刻批评、侮辱vi.拍击adv.直接地；猛然地复数：slaps第三人称单数：slaps过去式：slapped过去分词：slapped现在分词：slapping易混淆的单词：SlapSLAP
"
slayer,"
n.杀人者，凶手；屠宰者复数：slayers
"
smasher,"
n.重击，庞然大物
"
smoke,"
n.烟；吸烟vi.冒烟；抽烟；快速vt.用烟熏制；吸（烟），抽第三人称单数：smokes过去式：smoked过去分词：smoked现在分词：smoking易混淆的单词：SMOKESmoke
"
snack,"
n.快餐，点心；加餐vi.吃快餐复数：snacks第三人称单数：snacks过去式：snacked现在分词：snacking
"
snacklace,None
sneaking,"
adj.偷偷摸摸的；鬼鬼祟祟的；卑怯的；暗中的v.潜行( sneak的现在分词 )；偷偷溜走；（儿童向成人）打小报告；告状
"
soak,"
vt.浸泡，浸透；吸入；沉浸在（工作或学习中）；湿透vi.浸泡；渗透或浸透，渗出；讲话者暂停了一下；[俚语] 酗酒n.湿透；酒鬼；浸湿性；[俚语]醉汉复数：soaks第三人称单数：soaks过去式：soaked过去分词：soaked现在分词：soaking
"
soft,"
adj.软的，柔软的；温和的，柔和的；不含酒精的；轻松的n.柔软之物，柔软的部分adv.柔和地；温柔地比较级：softer最高级：softest易混淆的单词：SOFT
"
soup,"
n.汤，羹；浓雾；硝化甘油炸药；困境vt.加大马力复数：soups第三人称单数：soups过去式：souped过去分词：souped现在分词：souping易混淆的单词：SOUP
"
spare,"
vt.节省，俭省；不用，抽出，省掉；宽恕，饶（命），救命，使某人免遭（麻烦等）；出让，割爱，分让adj.多余的，剩下的（钱等），空闲的（时间等）；预备的，备用的，替换用的；多余的，瘦的，少量的；薄弱的，简陋的，粗陋的n.备用零件，备用轮胎；节省，俭省；〈美〉（头两个球把十柱打得）全倒；预备品，替换品vi.节约；节省；饶恕；宽容第三人称单数：spares过去式：spared过去分词：spared现在分词：sparing
"
special,"
adj.特殊的；专门的；专用的；重要的n.专车；特价；特刊；特约稿复数：specials比较级：more special最高级：most special易混淆的单词：Special
"
spicy,"
adj.辛辣的；加有香料的，香的；有刺激性的；（故事等）猥亵的，下流的比较级：spicier最高级：spiciest
"
spirit,"
n.精神，心灵；情绪；勇气；精髓v.神秘地带走复数：spirits第三人称单数：spirits过去式：spirited现在分词：spiriting
"
spot,"
n.地点，场所；斑点，污点；[股票]现货；职位，职务v.弄上污渍，弄上斑点；污辱，玷污；认出，发现；散步adj.现场的；现货的；插播的abbr.satellite positioning and tracking 卫星定位和跟踪复数：spots第三人称单数：spots过去式：spotted过去分词：spotted现在分词：spotting易混淆的单词：SpotSPOT
"
spring,"
n.春季；泉水，小溪；弹簧，弹性；跳跃vi.跳，跃；突然发出或出现；发源；劈开，裂开vt.突然跳出；跳过；使开裂adj.春天的；弹簧的，有弹性的复数：springs第三人称单数：springs过去式：sprang过去分词：sprung现在分词：springing易混淆的单词：SPRINGSpring
"
squad,"
n.（军队中的）班；（暗杀）小组；体育运动的运动（代表）队；（对付某类犯罪活动的）警察队伍vt.把…编成班；把…编入班复数：squads
"
squadron,"
n.中队；骑兵中队；飞行中队；有组织的一个群体vt.把…编成中队复数：squadrons易混淆的单词：Squadron
"
squadrons,"
n.中队( squadron的名词复数 )
"
stance,"
n.态度，立场；站姿，被放置的姿势；位置；（运动员的）始发姿势复数：stances
"
stand,"
n.台，看台；立场；停止；抵抗vi.站立，起立；竖直放置；保持看法；停滞vt.使站立；忍受；抵御；承担责任vt.&amp; vi.站立，（使）直立，站着复数：stands第三人称单数：stands过去式：stood过去分词：stood现在分词：standing
"
staring,"
adj.目不转睛的；凝视的；显眼的；（毛发）竖立的v.凝视，瞪视( stare的现在分词 )易混淆的单词：Staring
"
starving,"
adj.饥饿，引申为供应不足；挨饿的v.（使）挨饿，饥饿( starve的现在分词 )；缺乏，急需
"
stealing,"
n.偷窃，贼赃，偷垒adj.有偷窃行为的v.偷( steal的现在分词 )；悄悄地做，悄悄地走
"
stomach,"
n.胃；腹部；食欲；欲望vt.容忍；吃…吃得津津有味；〈古〉对…发怒复数：stomachs第三人称单数：stomachs过去式：stomached现在分词：stomaching
"
straight,"
adj.直的；连续的；直率的；整齐的adv.直地；直接地；坦率地；立即n.直线；直线部分复数：straights比较级：straighter最高级：straightest
"
stranger,None
strength,"
n.力量；优点，长处；（光、声、色等的）力度；人力[数]复数：strengths
"
strike,"
vt.罢（工、课等）；撞；攻击；来到vi.罢工；打击；朝某一方向前进n.攻击；罢工[课，市]；发现复数：strikes第三人称单数：strikes过去式：struckstrook过去分词：struck stricken现在分词：striking易混淆的单词：Strike
"
string,"
n.绳子，带子；线丝，植物纤维；串；[计算机科学]字符串vt.上弦，调弦；使排成一行或一系列；绑，系或用线挂起；延伸或扩展复数：strings第三人称单数：strings过去式：strung过去分词：strung现在分词：stringing易混淆的单词：String
"
stripy,"
adj.有条纹的，有斑纹的
"
stuff,"
n.材料，原料，资料；〈俚〉钱，现金；填充物；素材资料vt.塞满；填塞；让吃饱vi.吃得过多第三人称单数：stuffs过去式：stuffed过去分词：stuffed现在分词：stuffing易混淆的单词：Stuff
"
stupid,"
adj.愚蠢的；迟钝的；乏味的；晕眩的，昏迷不醒的n.&lt;口&gt;傻子，笨蛋比较级：stupider最高级：stupidest
"
subtle,"
adj.微妙的；敏感的；狡猾的；巧妙的比较级：subtler最高级：subtlest
"
succeed,"
vi.成功；继承vt.继承，继任，继位；随…之后第三人称单数：succeeds过去式：succeeded过去分词：succeeded现在分词：succeeding
"
supposed,"
adj.（按规定、法律、协议等）（不）应当；假定的；（只用于否定句）不准；（对某人所说的话表示气愤或不大理解）那是什么意思v.料想( suppose的过去式和过去分词)；意味着；[用于被动语态]认为应该；[用于祈使句]让
"
supreme,"
adj.最高的；至高的，无上的；最重要的；（程度）很大的
"
surveillance,"
n.盯梢，监督；[法]管制，监视易混淆的单词：Surveillance
"
suspicious,"
adj.可疑的；猜疑的，怀疑的；多疑的，不信任的；多心
"
swarming,"
v.密集( swarm的现在分词 )；云集；成群地移动；蜜蜂或其他飞行昆虫成群地飞来飞去
"
sweet,"
adj.甜的；愉快的，快乐的；温柔的，亲切的；芳香的n.糖果，甜食；餐后的甜点心；甜味；宝贝复数：sweets比较级：sweeter最高级：sweetest易混淆的单词：SweetSWEET
"
szechuan,"
n.四川adj.四川的
"
tacky,"
adj.发黏的；俗气的；褴褛的；缺乏教养或风度的比较级：tackier最高级：tackiest
"
tail,"
n.尾；尾部；燕尾服；尾随者vt.跟踪；装上尾巴vi.队伍单行行进时拉长或产生间隔；侦察队两两散开；[建筑学] 嵌上，搭上复数：tails第三人称单数：tails过去式：tailed过去分词：tailed现在分词：tailing
"
takeout,"
n.&lt;美&gt;外卖餐馆，外卖食品；（桥牌中）示意搭档改叫的叫牌adj.外卖的，供顾客带出外吃的复数：takeouts
"
taught,"
v.教( teach的过去式和过去分词 )；教书；训练；教育
"
technique,"
n.技巧；技能；技术；技艺复数：techniques
"
tenders,"
n.（正式）提出( tender的名词复数 )；（在大船和海岸之间载运人和货物的）供应船；投标；蒸汽机车的)煤水车v.提出( tender的第三人称单数 )；使变温柔；使变脆弱；[法律]清偿，偿债
"
th,"
abbr.Thailand 泰国易混淆的单词：ThTH
"
thingy,"
adj.物（体）的，物质的，实际的n.[诙谐语]不知其名或忘记其名的小物件复数：thingies
"
"this""","
pron.这，这个；这事，这人；这时；下面所说的事adj.这，这个；刚过去的，即将到来的；今…，本…adv.这样地；就是这样；这么地复数：these
"
thorax,"
n.&lt;解&gt;胸，（昆虫的）胸部复数：thoracesthoraxes
"
